,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
6577,9227899,904530,Entire home/apt,,,2,5.0,,3.0,2.0,249.0,1.0,25.832154,-80.181805,2016-02-12 19:57:30.595858
6578,9228174,47976006,Entire home/apt,,,11,4.5,2.0,0.0,1.0,98.0,1.0,25.777018,-80.134392,2016-02-12 23:18:12.907458
6579,9228390,47977201,Entire home/apt,,,0,,,4.0,4.0,5000.0,1.0,25.791615,-80.160149,2016-02-13 03:47:12.226447
6580,9229662,14126772,Private room,,,0,,1.0,1.0,1.0,50.0,7.0,25.830321,-80.383332,2016-02-12 21:04:21.373863
6581,9230021,47983217,Private room,,,8,4.5,2.0,1.0,1.0,60.0,1.0,25.834507,-80.186871,2016-02-12 14:15:23.759530
6582,9230208,2030587,Entire home/apt,,,5,4.0,2.0,0.0,1.0,129.0,,25.776245,-80.132544,2016-02-13 00:49:24.575571
6583,9231680,47989330,Entire home/apt,,,6,5.0,2.0,0.0,1.0,89.0,3.0,25.793574,-80.186233,2016-02-13 01:42:09.360525
6584,9232645,528965,Entire home/apt,,,4,4.0,4.0,1.0,1.0,239.0,3.0,25.768064,-80.189238,2016-02-12 18:28:32.886476
6585,9234578,44978902,Entire home/apt,,,6,4.5,4.0,1.0,1.0,97.0,4.0,25.768192,-80.197395,2016-02-13 02:58:37.098841
6586,9234713,48000648,Private room,,,0,,4.0,1.0,1.0,210.0,,25.782463,-80.129615,2016-02-13 01:10:13.790018
6587,9235616,48005061,Private room,,,2,5.0,2.0,1.0,1.0,100.0,1.0,25.818921,-80.288158,2016-02-12 14:37:01.749287
6588,9236691,23429813,Entire home/apt,,,1,3.0,4.0,0.0,1.0,159.0,1.0,25.796946,-80.128763,2016-02-12 14:38:38.476429
6589,9238502,48016958,Private room,,,3,5.0,2.0,1.0,1.0,89.0,1.0,25.755821,-80.239153,2016-02-12 15:55:36.207549
6590,9238954,40729785,Private room,,,8,4.5,2.0,1.0,1.0,59.0,3.0,25.761384,-80.261218,2016-02-13 01:31:13.233986
6591,9246513,43071270,Entire home/apt,,,1,5.0,,4.0,,600.0,4.0,25.958143,-80.165734,2016-02-13 00:44:06.989896
6592,9247887,2466395,Entire home/apt,,,0,,,1.0,1.0,279.0,1.0,25.79317,-80.187769,2016-02-13 04:27:20.625086
6593,9248379,1463713,Entire home/apt,,,1,5.0,,2.0,3.0,199.0,2.0,25.791165,-80.18732,2016-02-12 16:17:27.725262
6594,9251233,22842677,Entire home/apt,,,5,3.5,,2.0,1.0,85.0,2.0,25.935126,-80.160866,2016-02-12 22:37:02.018488
6595,9251434,48069833,Entire home/apt,,,1,4.0,4.0,2.0,2.0,270.0,1.0,25.807426,-80.185914,2016-02-12 23:38:10.608477
6596,9252221,31806297,Entire home/apt,,,2,5.0,4.0,2.0,2.0,230.0,3.0,25.789653,-80.142053,2016-02-12 21:20:02.248490
6597,9252381,48073092,Entire home/apt,,,11,5.0,2.0,0.0,1.0,90.0,3.0,25.801651,-80.127203,2016-02-12 21:06:36.023030
6598,9252511,30412078,Entire home/apt,,,7,5.0,2.0,1.0,1.0,199.0,30.0,25.766072,-80.190809,2016-02-12 14:18:07.880278
6599,9253299,43945988,Entire home/apt,,,9,5.0,,2.0,2.0,190.0,1.0,25.758503,-80.19423,2016-02-12 20:32:46.034454
6600,9253519,43945988,Entire home/apt,,,1,5.0,,1.0,1.0,160.0,1.0,25.760351,-80.193902,2016-02-12 20:11:43.806724
6601,9254604,315101,Entire home/apt,,,6,5.0,4.0,1.0,1.0,98.0,2.0,25.783952,-80.132467,2016-02-12 17:56:30.355702
6602,9254804,48081281,Entire home/apt,,,1,5.0,,3.0,2.0,210.0,3.0,25.757424,-80.269176,2016-02-12 22:48:57.722056
6603,9255577,48085747,Entire home/apt,,,2,4.5,2.0,1.0,1.0,200.0,5.0,25.795284,-80.187983,2016-02-12 13:50:50.737783
6604,9256609,48089800,Entire home/apt,,,1,5.0,4.0,1.0,1.0,230.0,1.0,25.760227,-80.190492,2016-02-12 13:49:40.354067
6605,9257215,48090177,Entire home/apt,,,1,,2.0,1.0,1.0,80.0,5.0,25.773325,-80.132765,2016-02-13 02:49:07.901004
6606,9257218,7441368,Entire home/apt,,,1,3.0,5.0,2.0,,259.0,3.0,25.787582,-80.131633,2016-02-13 03:18:28.882442
6607,9258674,16286876,Entire home/apt,,,9,4.5,3.0,0.0,1.0,80.0,3.0,25.811073,-80.123141,2016-02-12 16:55:48.891764
6608,9258720,48099224,Entire home/apt,,,0,,,2.0,2.0,250.0,7.0,25.958711,-80.130455,2016-02-12 19:10:14.868100
6609,9258910,48099360,Entire home/apt,,,2,4.5,,1.0,2.0,130.0,1.0,25.788488,-80.137454,2016-02-12 19:48:03.290222
6610,9259783,11786230,Entire home/apt,,,1,5.0,,3.0,3.0,249.0,1.0,25.925925,-80.156831,2016-02-12 16:16:52.113114
6611,9260406,48106721,Private room,,,2,5.0,2.0,1.0,1.0,65.0,2.0,25.697214,-80.285163,2016-02-12 23:27:15.167086
6612,9260719,41508803,Entire home/apt,,,3,4.0,,2.0,2.0,220.0,3.0,25.945336,-80.143916,2016-02-12 23:35:51.253193
6613,9262477,7576392,Private room,,,1,5.0,2.0,1.0,1.0,70.0,2.0,25.773965,-80.205562,2016-02-12 14:42:36.791682
6614,9264956,17268560,Private room,,,0,,2.0,1.0,1.0,90.0,1.0,25.787666,-80.220551,2016-02-12 20:40:36.045803
6615,9269678,46005350,Entire home/apt,,,20,4.5,,2.0,1.0,150.0,,25.809151,-80.198602,2016-02-13 04:27:36.018599
6616,9269740,1567372,Entire home/apt,,,2,5.0,2.0,1.0,1.0,100.0,1.0,25.846385,-80.181001,2016-02-12 23:59:27.849554
6617,9269754,32811330,Entire home/apt,,,0,,,4.0,,850.0,7.0,25.86443,-80.13937,2016-02-12 21:28:03.142413
6618,9271320,15811968,Entire home/apt,,,2,3.5,2.0,1.0,1.0,85.0,4.0,25.800642,-80.19763,2016-02-12 17:40:56.772715
6619,9272414,23855698,Entire home/apt,,,9,5.0,2.0,1.0,1.0,179.0,2.0,25.771412,-80.186169,2016-02-13 04:22:50.129239
6620,9273955,48163360,Entire home/apt,,,1,5.0,,3.0,2.0,3400.0,3.0,25.791697,-80.149641,2016-02-13 01:57:02.627114
6621,9274550,5040409,Shared room,,,2,5.0,1.0,1.0,,39.0,1.0,25.933224,-80.126093,2016-02-13 02:35:56.464402
6622,9275976,1629911,Entire home/apt,,,0,,3.0,1.0,2.0,199.0,5.0,25.764252,-80.192875,2016-02-13 00:33:56.203930
6623,9276205,5377953,Entire home/apt,,,2,4.0,,6.0,4.0,500.0,3.0,25.784559,-80.226032,2016-02-12 18:14:30.277848
6624,9276410,2152305,Entire home/apt,,,1,5.0,,3.0,2.0,930.0,3.0,25.789112,-80.13507,2016-02-12 16:45:23.757548
6625,9276881,5041384,Entire home/apt,,,1,5.0,,4.0,4.0,1200.0,3.0,25.791134,-80.178277,2016-02-13 04:34:37.155598
6626,9276909,48177997,Entire home/apt,,,4,4.5,,2.0,2.0,200.0,1.0,25.932197,-80.127816,2016-02-12 22:39:46.545380
6627,9277123,34750452,Entire home/apt,,,10,5.0,,3.0,3.0,280.0,3.0,25.856739,-80.175209,2016-02-13 02:53:55.821054
6628,9278984,12085760,Entire home/apt,,,4,5.0,3.0,0.0,1.0,157.0,,25.797127,-80.130856,2016-02-12 16:41:59.741469
6629,9280211,48188198,Private room,,,14,5.0,2.0,1.0,1.0,50.0,1.0,25.692355,-80.366161,2016-02-12 14:09:34.165841
6630,9280628,23702484,Entire home/apt,,,5,4.0,,3.0,2.0,200.0,3.0,25.864461,-80.126628,2016-02-12 17:03:51.568965
6631,9280868,11786230,Entire home/apt,,,9,5.0,,1.0,1.0,99.0,3.0,25.925033,-80.16279,2016-02-12 15:59:29.702264
6632,9281004,25460875,Entire home/apt,,,3,4.5,4.0,1.0,1.0,149.0,2.0,25.785181,-80.14297,2016-02-12 21:52:15.151883
6633,9281282,11786230,Entire home/apt,,,8,4.5,,2.0,2.0,249.0,1.0,25.926922,-80.162506,2016-02-12 20:54:04.957096
6634,9281560,11786230,Private room,,,2,5.0,,1.0,1.0,99.0,2.0,25.926709,-80.163089,2016-02-12 20:03:59.088575
6635,9281662,11786230,Private room,,,2,5.0,4.0,1.0,2.0,89.0,2.0,25.926942,-80.162896,2016-02-12 22:35:53.043897
6636,9281723,26971789,Private room,,,1,5.0,3.0,1.0,1.0,100.0,3.0,25.82998,-80.185358,2016-02-12 21:43:39.950892
6637,9281734,26971789,Entire home/apt,,,3,4.5,,7.0,4.0,560.0,2.0,25.830084,-80.184183,2016-02-13 02:38:51.567334
6638,9281739,26971789,Private room,,,1,5.0,2.0,1.0,1.0,90.0,3.0,25.829902,-80.184654,2016-02-13 02:09:42.983875
6639,9282636,12962738,Private room,,,3,5.0,2.0,1.0,1.0,63.0,2.0,25.784235,-80.195755,2016-02-12 19:45:06.055805
6640,9284384,5377953,Entire home/apt,,,7,4.5,,2.0,2.0,250.0,2.0,25.778696,-80.20453,2016-02-12 15:47:14.707413
6641,9285087,48216362,Entire home/apt,,,1,4.0,,3.0,,350.0,10.0,25.700457,-80.15798,2016-02-12 21:55:51.142136
6642,9287219,48068199,Entire home/apt,,,1,5.0,4.0,2.0,1.0,225.0,1.0,25.757173,-80.214326,2016-02-12 22:02:11.482862
6643,9289522,48234859,Private room,,,0,,2.0,1.0,1.0,100.0,1.0,25.824133,-80.362421,2016-02-12 14:42:41.288552
6644,9290526,48238984,Private room,,,1,5.0,1.0,1.0,1.0,1300.0,1.0,25.762062,-80.192316,2016-02-12 22:37:29.483842
6645,9291743,12186563,Entire home/apt,,,0,,2.0,1.0,2.0,299.0,7.0,25.772511,-80.132012,2016-02-12 17:14:45.750875
6646,9292048,20805849,Entire home/apt,,,1,5.0,4.0,2.0,2.0,164.0,4.0,25.789797,-80.143095,2016-02-12 21:18:10.384479
6647,9292213,19326088,Entire home/apt,,,3,4.5,4.0,1.0,1.0,115.0,3.0,25.817364,-80.191913,2016-02-12 21:39:20.758117
6648,9292599,40520026,Entire home/apt,,,0,,,4.0,,1300.0,5.0,25.782584,-80.130788,2016-02-12 13:56:17.452899
6649,9294240,15619205,Entire home/apt,,,1,4.0,5.0,2.0,1.0,338.0,,25.781204,-80.142023,2016-02-12 23:52:14.907643
6650,9294598,30927987,Private room,,,0,,1.0,1.0,1.0,40.0,1.0,25.954692,-80.180868,2016-02-12 20:54:43.580973
6651,9294614,20072282,Private room,,,1,5.0,2.0,1.0,1.0,85.0,1.0,25.789622,-80.138898,2016-02-12 21:25:36.438597
6652,9294656,5714515,Entire home/apt,,,1,5.0,2.0,0.0,1.0,135.0,3.0,25.772844,-80.136101,2016-02-12 18:50:45.705023
6653,9294909,15619205,Entire home/apt,,,1,5.0,3.0,0.0,1.0,210.0,,25.781736,-80.141647,2016-02-13 02:05:09.189022
6654,9295020,46554285,Entire home/apt,,,7,5.0,5.0,2.0,1.0,300.0,,25.783025,-80.142177,2016-02-13 04:37:06.764948
6655,9295464,3534820,Private room,,,7,5.0,2.0,1.0,3.0,45.0,2.0,25.813266,-80.379527,2016-02-12 14:48:44.220784
6656,9295564,46554285,Entire home/apt,,,1,5.0,5.0,2.0,1.0,300.0,,25.782728,-80.143035,2016-02-12 16:37:51.082212
6657,9297814,44196735,Entire home/apt,,,1,4.0,4.0,0.0,1.0,149.0,1.0,25.845989,-80.12007,2016-02-12 18:08:36.322959
6658,9298253,48068199,Entire home/apt,,,0,,2.0,1.0,1.0,125.0,1.0,25.75487,-80.213966,2016-02-13 03:02:30.397520
6659,9298261,12849655,Entire home/apt,,,3,5.0,,2.0,2.0,200.0,1.0,25.759784,-80.193357,2016-02-13 03:52:17.490934
6660,9298415,48272461,Private room,,,2,5.0,1.0,1.0,1.0,65.0,1.0,25.952231,-80.187806,2016-02-13 02:26:03.832901
6661,9299338,48276344,Entire home/apt,,,0,,,2.0,2.0,125.0,7.0,25.95943,-80.140203,2016-02-12 19:56:17.413972
6662,9299384,40589895,Private room,,,1,5.0,2.0,1.0,,45.0,1.0,25.963389,-80.187928,2016-02-12 14:08:49.461983
6663,9299828,10333680,Entire home/apt,,,2,5.0,2.0,0.0,1.0,85.0,5.0,25.771281,-80.135346,2016-02-13 05:09:00.269935
6664,9301489,44196735,Private room,,,2,4.0,4.0,1.0,1.0,149.0,2.0,25.846093,-80.119998,2016-02-12 22:56:59.507157
6665,9301651,48284974,Entire home/apt,,,0,,,4.0,3.0,500.0,3.0,25.849312,-80.155004,2016-02-12 23:29:10.316609
6666,9301709,17269448,Entire home/apt,,,2,5.0,2.0,1.0,,150.0,1.0,25.789593,-80.143577,2016-02-12 14:36:21.323271
6667,9302010,10333774,Entire home/apt,,,1,5.0,2.0,0.0,1.0,119.0,2.0,25.785908,-80.144505,2016-02-12 14:43:23.133290
6668,9302073,5192522,Entire home/apt,,,4,4.5,4.0,1.0,1.0,115.0,,25.77143,-80.133795,2016-02-12 23:22:11.972814
6669,9302581,29946476,Entire home/apt,,,16,3.5,3.0,1.0,1.0,50.0,1.0,25.863652,-80.238383,2016-02-12 17:48:57.088621
6670,9302763,15971970,Private room,,,3,4.5,2.0,1.0,1.0,52.0,1.0,25.603012,-80.422009,2016-02-12 17:01:04.670301
6671,9303143,48295476,Entire home/apt,,,8,5.0,3.0,1.0,1.0,169.0,,25.793132,-80.135687,2016-02-13 04:02:27.034754
6672,9303165,1329704,Private room,,,0,,2.0,1.0,1.0,85.0,1.0,25.729929,-80.243019,2016-02-13 01:04:18.368441
6673,9308380,29946476,Shared room,,,16,4.5,1.0,1.0,1.0,17.0,1.0,25.861307,-80.237189,2016-02-12 19:00:01.946136
6674,9310219,15898248,Entire home/apt,,,2,5.0,5.0,2.0,2.0,570.0,2.0,25.804778,-80.123275,2016-02-12 23:04:34.702231
6675,9310986,48331131,Entire home/apt,,,0,,2.0,1.0,1.0,200.0,1.0,25.789841,-80.191579,2016-02-12 13:49:37.085103
6676,9311088,25138314,Entire home/apt,,,1,4.0,,4.0,4.0,829.0,2.0,25.827118,-80.120473,2016-02-13 01:55:56.838974
6677,9311803,48335282,Private room,,,0,,2.0,1.0,1.0,200.0,1.0,25.693017,-80.168866,2016-02-13 00:44:19.011786
6678,9313183,7441368,Entire home/apt,,,1,3.0,,3.0,,460.0,1.0,25.790096,-80.14485,2016-02-12 16:26:43.054248
6679,9313427,1673214,Private room,,,0,,1.0,1.0,1.0,90.0,1.0,25.878199,-80.120766,2016-02-13 05:17:11.811022
6680,9314033,5714515,Entire home/apt,,,1,1.0,2.0,1.0,1.0,135.0,3.0,25.772695,-80.135386,2016-02-12 20:45:23.057678
6681,9314162,5615582,Entire home/apt,,,0,,,2.0,3.0,339.0,7.0,25.828886,-80.121794,2016-02-13 03:08:58.640012
6682,9314696,6614935,Entire home/apt,,,10,5.0,5.0,2.0,,208.0,1.0,25.780833,-80.133624,2016-02-12 20:16:20.852391
6683,9314733,46554285,Entire home/apt,,,6,4.0,,2.0,2.0,295.0,,25.785878,-80.145022,2016-02-12 14:36:00.951007
6684,9314839,5615582,Entire home/apt,,,0,,,2.0,2.0,365.0,2.0,25.827754,-80.120333,2016-02-12 14:03:07.878174
6685,9315281,48350283,Entire home/apt,,,0,,2.0,1.0,1.0,189.0,7.0,25.812623,-80.383114,2016-02-13 00:36:14.492545
6686,9315596,31424848,Entire home/apt,,,2,5.0,3.0,1.0,1.0,80.0,5.0,25.717814,-80.321481,2016-02-13 05:01:40.987081
6687,9315862,14289822,Entire home/apt,,,2,,2.0,1.0,1.0,85.0,1.0,25.84762,-80.155851,2016-02-12 14:18:25.364840
6688,9316562,48355954,Private room,,,3,4.5,2.0,1.0,1.0,50.0,1.0,25.933815,-80.315953,2016-02-13 02:23:49.373874
6689,9316740,44196735,Private room,,,0,,4.0,1.0,1.0,159.0,1.0,25.843381,-80.120958,2016-02-12 20:41:14.085783
6690,9318064,42235587,Private room,,,4,5.0,1.0,1.0,1.0,40.0,2.0,25.760389,-80.2585,2016-02-13 01:24:24.260885
6691,9318619,48365258,Entire home/apt,,,1,4.0,,2.0,2.0,160.0,3.0,25.77359,-80.202153,2016-02-12 16:05:43.807948
6692,9319909,17090926,Entire home/apt,,,0,,5.0,2.0,,221.0,6.0,25.785984,-80.144377,2016-02-12 17:06:14.796978
6693,9320205,13864454,Entire home/apt,,,10,5.0,5.0,1.0,1.0,115.0,2.0,25.77801,-80.134876,2016-02-12 22:38:19.075437
6694,9323675,41609869,Entire home/apt,,,9,4.5,,1.0,1.0,140.0,2.0,25.847241,-80.175774,2016-02-12 16:34:04.017026
6695,9325600,48401477,Entire home/apt,,,0,,2.0,1.0,,109.0,7.0,25.954726,-80.123156,2016-02-12 19:47:51.809331
6696,9327198,4265411,Entire home/apt,,,1,5.0,2.0,1.0,2.0,250.0,4.0,25.772534,-80.188657,2016-02-13 01:20:18.661228
6697,9327631,18955648,Entire home/apt,,,1,,,3.0,,250.0,2.0,25.915043,-80.152939,2016-02-12 16:36:58.833676
6698,9327844,18955648,Private room,,,1,5.0,2.0,1.0,1.0,150.0,2.0,25.913978,-80.152791,2016-02-13 02:37:36.763836
6699,9328430,43544273,Private room,,,3,4.5,2.0,1.0,1.0,70.0,2.0,25.935351,-80.185562,2016-02-12 21:24:31.727720
6700,9330811,44995980,Entire home/apt,,,2,4.0,4.0,1.0,1.0,109.0,1.0,25.787646,-80.134935,2016-02-12 23:00:06.995436
6701,9332253,36125978,Entire home/apt,,,16,5.0,5.0,1.0,1.0,129.0,1.0,25.797697,-80.128015,2016-02-12 17:38:10.759606
6702,9332597,9464249,Entire home/apt,,,2,4.0,4.0,1.0,1.0,130.0,1.0,25.930775,-80.127588,2016-02-12 18:56:06.471873
6703,9333204,9193901,Entire home/apt,,,0,,3.0,1.0,,295.0,4.0,25.772521,-80.138785,2016-02-12 16:20:51.188805
6704,9333348,15619205,Entire home/apt,,,3,4.5,,2.0,2.0,297.0,,25.78513,-80.144029,2016-02-12 17:32:01.379249
6705,9333896,27076549,Entire home/apt,,,2,5.0,,2.0,1.0,141.0,1.0,25.784983,-80.135897,2016-02-13 03:07:27.962788
6706,9337514,36771674,Entire home/apt,,,3,,,2.0,2.0,349.0,3.0,25.774192,-80.187259,2016-02-12 21:12:25.713384
6707,9337527,25852328,Private room,,,1,5.0,2.0,1.0,1.0,130.0,2.0,25.848405,-80.17364,2016-02-13 03:17:34.407226
6708,9338009,7234138,Entire home/apt,,,1,4.0,2.0,0.0,1.0,100.0,5.0,25.861411,-80.124211,2016-02-12 18:32:46.066483
6709,9338056,20938239,Entire home/apt,,,6,5.0,2.0,1.0,1.0,130.0,2.0,25.788737,-80.137438,2016-02-12 21:30:30.878883
6710,9339493,48472436,Private room,,,1,5.0,2.0,1.0,1.0,75.0,1.0,25.914643,-80.330846,2016-02-12 15:38:38.785195
6711,9344434,2393544,Private room,,,7,5.0,1.0,1.0,1.0,65.0,2.0,25.722864,-80.250833,2016-02-12 16:25:41.483055
6712,9344829,26534988,Entire home/apt,,,4,5.0,,2.0,2.0,397.0,1.0,25.769187,-80.188546,2016-02-12 14:42:23.750418
6713,9344989,13283440,Entire home/apt,,,2,5.0,4.0,1.0,1.0,165.0,2.0,25.841097,-80.17802,2016-02-13 01:33:20.566705
6714,9345424,48501622,Private room,,,9,5.0,2.0,1.0,1.0,35.0,3.0,25.674217,-80.415677,2016-02-12 20:52:15.822374
6715,9345716,26534988,Entire home/apt,,,1,4.0,,2.0,2.0,428.0,1.0,25.782912,-80.14305,2016-02-13 01:24:06.217107
6716,9349282,16385743,Entire home/apt,,,0,,,3.0,2.0,700.0,4.0,25.847235,-80.154534,2016-02-12 21:18:53.198597
6717,9349837,26534988,Entire home/apt,,,1,5.0,,1.0,1.0,347.0,1.0,25.768285,-80.188264,2016-02-12 19:46:36.955253
6718,9350321,48527325,Entire home/apt,,,3,5.0,,4.0,4.0,1500.0,2.0,25.740229,-80.223374,2016-02-13 00:09:27.164129
6719,9351540,48534185,Entire home/apt,,,1,4.0,2.0,1.0,1.0,150.0,2.0,25.751622,-80.197908,2016-02-12 19:38:05.150036
6720,9351860,46005350,Entire home/apt,,,8,5.0,,2.0,1.0,150.0,1.0,25.807922,-80.198368,2016-02-13 01:02:29.059002
6721,9352697,3219409,Entire home/apt,,,5,5.0,4.0,2.0,,186.0,2.0,25.734069,-80.248893,2016-02-12 18:12:36.569555
6722,9353572,7051671,Entire home/apt,,,2,1.0,2.0,0.0,1.0,120.0,4.0,25.791274,-80.142429,2016-02-13 05:00:58.405398
6723,9357638,48561510,Entire home/apt,,,3,5.0,,2.0,2.0,140.0,3.0,25.454339,-80.457601,2016-02-12 20:27:51.905619
6724,9358565,1838761,Entire home/apt,,,1,5.0,4.0,2.0,2.0,696.0,3.0,25.789894,-80.131193,2016-02-13 00:27:25.830696
6725,9359419,22880300,Entire home/apt,,,3,5.0,,2.0,3.0,299.0,1.0,25.792302,-80.185957,2016-02-13 04:34:18.723092
6726,9360641,38833457,Entire home/apt,,,0,,,2.0,1.0,400.0,2.0,25.780666,-80.131584,2016-02-13 00:45:31.173772
6727,9360917,13346998,Entire home/apt,,,3,4.5,,2.0,1.0,175.0,3.0,25.810957,-80.201146,2016-02-12 14:50:58.338166
6728,9361310,33521687,Entire home/apt,,,1,5.0,4.0,1.0,1.0,250.0,2.0,25.773254,-80.131143,2016-02-12 15:09:02.604018
6729,9362014,1200122,Entire home/apt,,,2,5.0,,2.0,2.0,159.0,1.0,25.933127,-80.126414,2016-02-12 15:41:06.898144
6730,9362226,13346998,Entire home/apt,,,2,5.0,,2.0,1.0,250.0,3.0,25.811213,-80.201386,2016-02-12 20:36:57.221267
6731,9362544,23026184,Private room,,,1,4.0,2.0,1.0,1.0,115.0,1.0,25.807325,-80.191523,2016-02-12 16:47:43.685002
6732,9365023,48349062,Entire home/apt,,,0,,,4.0,,495.0,,25.84587,-80.158008,2016-02-12 18:32:14.363549
6733,9365087,48496046,Entire home/apt,,,1,5.0,2.0,1.0,,200.0,4.0,25.771113,-80.18703,2016-02-13 01:07:14.564908
6734,9365534,9151699,Private room,,,4,5.0,2.0,1.0,1.0,80.0,3.0,25.799721,-80.186219,2016-02-13 05:16:50.586086
6735,9366598,33295885,Entire home/apt,,,2,3.5,,3.0,2.0,500.0,,25.811876,-80.130554,2016-02-12 15:03:37.483176
6736,9369008,29825775,Entire home/apt,,,2,5.0,4.0,1.0,,100.0,3.0,25.799947,-80.186533,2016-02-13 00:57:18.217053
6737,9369550,48614264,Private room,,,5,4.5,2.0,1.0,1.0,65.0,3.0,25.781822,-80.136837,2016-02-13 02:51:14.369666
6738,9370008,10410073,Entire home/apt,,,7,4.0,2.0,0.0,1.0,88.0,1.0,25.785595,-80.135572,2016-02-12 15:13:20.838951
6739,9370432,13174655,Entire home/apt,,,1,5.0,4.0,0.0,1.0,300.0,5.0,25.80931,-80.192616,2016-02-12 13:57:51.833866
6740,9370658,34309264,Entire home/apt,,,1,5.0,,2.0,2.0,275.0,1.0,25.954143,-80.12315,2016-02-12 16:43:30.495844
6741,9371532,48624298,Entire home/apt,,,1,3.0,4.0,1.0,1.0,199.0,2.0,25.778471,-80.141482,2016-02-12 18:21:53.591776
6742,9371535,11608016,Entire home/apt,,,1,4.0,,1.0,1.0,250.0,1.0,25.80624,-80.191504,2016-02-12 18:38:00.752102
6743,9372366,48628443,Entire home/apt,,,2,3.0,2.0,0.0,1.0,143.0,3.0,25.786115,-80.144945,2016-02-13 05:04:41.849063
6744,9372877,41392501,Entire home/apt,,,5,4.5,2.0,1.0,1.0,130.0,2.0,25.762756,-80.190321,2016-02-13 00:46:16.406048
6745,9374193,10625061,Entire home/apt,,,0,,4.0,0.0,1.0,89.0,1.0,25.858098,-80.122419,2016-02-13 04:51:51.643039
6746,9379316,23855698,Entire home/apt,,,4,5.0,2.0,1.0,,249.0,20.0,25.849078,-80.119506,2016-02-12 14:23:49.399258
6747,9379982,48448744,Shared room,,,0,,1.0,1.0,1.0,25.0,1.0,25.794522,-80.215488,2016-02-12 19:45:10.692033
6748,9380444,39650908,Private room,,,8,5.0,2.0,1.0,1.0,55.0,1.0,25.767849,-80.266298,2016-02-12 19:03:43.940205
6749,9382655,46159443,Entire home/apt,,,2,4.5,4.0,1.0,1.0,130.0,1.0,25.891202,-80.132152,2016-02-12 17:07:01.170321
6750,9382796,47848293,Entire home/apt,,,4,4.5,4.0,1.0,1.0,169.0,3.0,25.806629,-80.192502,2016-02-12 17:55:06.382065
6751,9382901,48677514,Entire home/apt,,,0,,2.0,1.0,1.0,175.0,4.0,25.756746,-80.256626,2016-02-12 15:14:16.633915
6752,9383902,1746436,Entire home/apt,,,2,5.0,4.0,1.0,1.0,399.0,1.0,25.782911,-80.143385,2016-02-12 21:38:49.008356
6753,9384822,15267798,Private room,,,1,5.0,2.0,1.0,1.0,50.0,2.0,25.951456,-80.177544,2016-02-12 19:07:02.036624
6754,9384934,48686416,Private room,,,3,4.0,2.0,1.0,1.0,80.0,1.0,25.854345,-80.358755,2016-02-13 04:23:58.061170
6755,9386734,34998614,Entire home/apt,,,9,5.0,5.0,2.0,1.0,109.0,1.0,25.760639,-80.277226,2016-02-12 22:25:47.543926
6756,9387632,28527311,Entire home/apt,,,0,,2.0,0.0,1.0,130.0,5.0,25.857312,-80.195366,2016-02-12 22:42:14.100181
6757,9389728,48706632,Entire home/apt,,,0,,4.0,1.0,1.0,99.0,2.0,25.779691,-80.13552,2016-02-12 23:50:01.419624
6758,9390017,29227319,Entire home/apt,,,6,4.5,3.0,1.0,1.0,59.0,1.0,25.865201,-80.121151,2016-02-13 02:56:57.851584
6759,9390022,48707665,Entire home/apt,,,1,5.0,4.0,1.0,2.0,199.0,1.0,25.955882,-80.120925,2016-02-12 17:27:44.172033
6760,9390085,48779906,Entire home/apt,,,2,4.5,4.0,2.0,,279.0,3.0,25.770826,-80.137708,2016-02-12 14:50:12.846171
6761,9390230,48069833,Private room,,,0,,2.0,1.0,1.0,189.0,1.0,25.806148,-80.186381,2016-02-12 14:32:00.277513
6762,9390480,28216067,Entire home/apt,,,0,,,3.0,2.0,279.0,4.0,25.886269,-80.182579,2016-02-13 04:50:40.913212
6763,9390918,22267865,Entire home/apt,,,1,4.0,,2.0,2.0,150.0,1.0,25.931575,-80.125404,2016-02-13 03:13:23.004004
6764,9391121,22860430,Private room,,,0,,2.0,1.0,1.0,90.0,3.0,25.845682,-80.14685,2016-02-12 21:32:23.122795
6765,9391796,3252552,Entire home/apt,,,1,,4.0,1.0,,169.0,1.0,25.789305,-80.135569,2016-02-12 18:51:17.385132
6766,9392084,28191426,Private room,,,4,5.0,2.0,1.0,,56.0,1.0,25.954746,-80.150961,2016-02-13 01:56:28.220575
6767,9392469,48717793,Entire home/apt,,,2,5.0,,2.0,2.0,145.0,5.0,25.956033,-80.12266,2016-02-12 20:42:00.330308
6768,9393739,48721468,Private room,,,5,4.5,2.0,1.0,1.0,50.0,1.0,25.78962,-80.239355,2016-02-13 01:30:26.418280
6769,9394290,15898248,Private room,,,0,,2.0,1.0,2.0,95.0,1.0,25.800882,-80.125757,2016-02-12 20:34:17.587883
6770,9394621,48727872,Entire home/apt,,,10,4.5,4.0,0.0,1.0,97.0,1.0,25.770719,-80.133279,2016-02-13 04:23:26.760822
6771,9395254,33295202,Entire home/apt,,,4,4.0,4.0,1.0,1.0,99.0,1.0,25.777577,-80.133995,2016-02-12 21:10:48.236295
6772,9395914,48731602,Entire home/apt,,,10,5.0,4.0,1.0,,150.0,,25.785962,-80.130281,2016-02-12 22:20:52.238090
